Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
first_day_795ada03	sanya	Конечно, звучит здорово! Тут неподалеку есть очень милое кафе.	game/script.rpy	891	sanya "[what]"
first_day_cdb2388c		Я не могу поверить, как хорошо всё идет. Она потрясающая. Кажется, она мне действительно нравится.	game/script.rpy	895	"[what]"
first_day_08835540	storyteller	Пока они сидели в уютном кафе, наслаждаясь едой и компанией друг друга, Саня чувствовал себя на вершине мира. Он не мог поверить, как ему повезло, что он встретил такую девушку, как Юля.	game/script.rpy	908	storyteller "[what]"
first_day_a9c72da7	yuli	Саша, я сегодня отлично провела время. Спасибо, что вышел ко мне под дождь.	game/script.rpy	913	yuli "[what]"
first_day_25589a50	sanya	Нет, это тебе спасибо, Юля. Я тоже прекрасно провел время. Мы обязательно должны повторить это как-нибудь.	game/script.rpy	915	sanya "[what]"
first_day_390fdc28	yuli	С удовольствием.	game/script.rpy	920	yuli "[what]"
first_day_7121381c		Не могу дождаться, когда увижу её вновь. Это начало чего-то особенного.	game/script.rpy	922	"[what]"
first_day_a92ef921		Я действительно не хотел встречи с Юлей, поэтому решил пробираться через закрытый мост.	game/script.rpy	933	"[what]"
first_day_13c8e524		Юля ждала меня совсем в другом месте. Скажу ей, что просто передумал встречаться, или побоялся, что слишком пьян...	game/script.rpy	934	"[what]"
first_day_a40567cc		Прогуливаясь по ночным улочкам, я дошёл до моста. Передо мной воцарилась та самая, уже классическая надпись:	game/script.rpy	935	"[what]"
first_day_ba3164f6		Мост временно закрыт для пеших прогулок, приносим свои извинения.	game/script.rpy	940	"[what]"
first_day_1994158c		Это временное закрытие длиться уже буквально год! Дыра справа от надписи как бы намекает, что мост закрыт только на словах.	game/script.rpy	941	"[what]"
first_day_18f62a02		Пробравшись через дырку на карачках, по ту сторону я увидел Юлю. Она меня сразу заметила и приветливо улыбнулась мне.	game/script.rpy	942	"[what]"
first_day_a36db933	yuli	О, ты пришёл! Так быстро!	game/script.rpy	947	yuli "[what]"
first_day_3fc17d14	sanya	Да, Юля, привет...	game/script.rpy	948	sanya "[what]"
first_day_2ea93b2e		Я же не хотел её видеть, как так получилось? Специально же пошёл через закрытый мост...	game/script.rpy	950	"[what]"
first_day_9fc7926b	sanya	Набережная большая, Юля, а ты... такая маленькая на её фоне.	game/script.rpy	952	sanya "[what]"
first_day_a3876090	yuli	Саш, ты порой такую чепуху несёшь...	game/script.rpy	957	yuli "[what]"
first_day_48854693	sanya	Прости, я сегодня немного выпил...	game/script.rpy	958	sanya "[what]"
first_day_8187ac1b	yuli	Блин, Саш, мне не очень нравится тереться с пьяненькими мужчинами. Они меня пугают, если честно.	game/script.rpy	959	yuli "[what]"
first_day_7f26f4d8	sanya	Не переживай, Юля! *ик* Я тебя в обиду никому не дам!	game/script.rpy	961	sanya "[what]"
first_day_da9fa212	yuli	Защити меня сперва от себя, пожалуйста...	game/script.rpy	964	yuli "[what]"
first_day_8dcd3420	yuli	Я же вижу, что ты меня не рад видеть уже. Мы с тобой не друзья даже...	game/script.rpy	966	yuli "[what]"
first_day_636eb226	sanya	Юля, конечно, знакомы мы совсем недолго, но я уже вижу в тебе отличного товарища!	game/script.rpy	968	sanya "[what]"
first_day_42e8913e	yuli	Ты даже не захотел пойти со мной гулять. Мне пришлось ошиваться одной... Под дождём...	game/script.rpy	970	yuli "[what]"
first_day_1a2e15fc	sanya	Боже, Юля, ты ведь вся промокла насквозь! 	game/script.rpy	972	sanya "[what]"
first_day_4348fd75	sanya	И ведь это даже не самое главное...	game/script.rpy	974	sanya "[what]"
first_day_d58726fc	yuli	Не говори этого, Саша. Я знаю, что ты хотел сказать, но это неправда. Мы едва знаем друг друга. 	game/script.rpy	976	yuli "[what]"
first_day_6516877c	yuli	Давай просто наслаждаться видом.	game/script.rpy	977	yuli "[what]"
first_day_0368c0fe		Мы стояли молча, смотрели на темную воду и отражающиеся на её поверхности огни.	game/script.rpy	981	"[what]"
first_day_18fdaab5	sanya	Юля, извини, если я что-то не так сказал. Я не хотел тебя напугать или ещё что-то.	game/script.rpy	983	sanya "[what]"
